,trigram,trigram_d_freq,trigram_r_freq,trigram_total
943,access lifesav treatment,1,3,4
944,access lowearth orbit,1,1,2
945,access lower cost,1,2,3
946,access lowinterest loan,2,1,3
947,access make easier,1,1,2
948,access mani american,2,2,4
949,access mani us,1,1,2
950,access market access,1,1,2
951,access medic care,13,7,20
952,access medic marijuana,6,1,7
953,access medic need,1,1,2
954,access medic treatment,1,1,2
955,access medicar act,5,4,9
956,access mental health,18,5,23
957,access million american,3,1,4
958,access nation best,1,1,2
959,access necessari medic,1,1,2
960,access need servic,1,1,2
961,access need treatment,1,1,2
962,access new therapi,1,2,3
963,access nonva care,3,1,4
964,access nutriti food,5,1,6
965,access open space,2,1,3
966,access point peopl,1,1,2
967,access potenti lifesav,2,1,3
968,access prescript drug,4,2,6
969,access primari care,2,2,4
970,access privat capit,2,1,3
971,access program provid,2,1,3
972,access program reli,1,1,2
973,access public land,12,8,20
974,access qualiti afford,56,14,70
975,access qualiti care,11,13,24
976,access qualiti earli,6,1,7
977,access qualiti educ,16,8,24
978,access qualiti health,31,28,59
979,access qualiti healthcar,2,2,4
980,access qualiti mental,5,2,7
981,access qualiti public,4,1,5
982,access qualiti school,2,1,3
983,access rattlesnak mountain,4,1,5
984,access raw materi,1,1,2
985,access relev inform,1,1,2
986,access religi site,4,1,5
987,access resourc need,3,2,5
988,access retir plan,4,3,7
989,access safe afford,5,1,6
990,access scientif data,1,1,2
991,access servic addit,1,1,2
992,access servic need,3,1,4
993,access social secur,2,2,4
994,access special care,1,1,2
995,access summit rattlesnak,1,5,6
996,access talent need,2,1,3
997,access thing like,1,1,2
998,access time medic,1,1,2
999,access transpar account,1,1,2
1000,access trauma care,1,1,2
1001,access treatment care,1,1,2
1002,access va health,3,2,5
1003,access va medic,1,1,2
1004,access veteran benefit,2,1,3
1005,access want make,1,1,2
1006,access web site,1,8,9
1007,access world war,1,2,3
1008,accid go happen,1,1,2
1009,accid happen fact,1,1,2
1010,accid nt think,1,1,2
1011,accident shot kill,6,1,7
1012,accolad includ bronz,1,1,2
1013,accolad includ distinguish,1,1,2
1014,accolad includ recognit,1,1,2
1015,accommod grow number,1,2,3
1016,accommod larger ship,3,1,4
1017,accommod religi nonprofit,2,1,3
1018,accommod religi organ,1,5,6
1019,accompani confer report,1,1,2
1020,accompani h re,1,1,2
1021,accompani hr farm,3,1,4
1022,accompani hr feder,1,1,2
1023,accompani rule adopt,1,1,2
1024,accompani rule senat,1,1,2
1025,accompani state union,1,1,2
1026,accomplish afford care,1,1,2
1027,accomplish american peopl,1,5,6
1028,accomplish anyth set,2,1,3
1029,accomplish ask unanim,1,1,2
1030,accomplish basketbal player,1,1,2
1031,accomplish depart energi,1,1,2
1032,accomplish essenti task,2,1,3
1033,accomplish extraordinari man,1,1,2
1034,accomplish goal bipartisan,1,1,2
1035,accomplish goal capandtrad,1,1,2
1036,accomplish goal hope,1,1,2
1037,accomplish goal need,1,2,3
1038,accomplish goal nt,2,2,4
1039,accomplish goal reduc,1,1,2
1040,accomplish goal requir,1,1,2
1041,accomplish goal senat,1,1,2
1042,accomplish goal way,1,1,2
1043,accomplish good thing,2,1,3
1044,accomplish great contribut,1,1,2
1045,accomplish great deal,7,3,10
1046,accomplish great thing,5,6,11
1047,accomplish hard work,2,3,5
1048,accomplish high school,1,2,3
1049,accomplish hous repres,1,2,3
1050,accomplish import goal,1,1,2
1051,accomplish know proud,1,1,2
1052,accomplish last year,7,2,9
1053,accomplish legisl today,1,1,2
1054,accomplish look forward,3,3,6
1055,accomplish mission come,1,3,4
1056,accomplish mission profession,1,1,2
1057,accomplish mr speaker,9,5,14
1058,accomplish much serv,1,1,2
1059,accomplish much time,6,1,7
1060,accomplish noth fact,1,1,2
1061,accomplish past year,1,1,2
1062,accomplish presid bush,1,1,2
1063,accomplish public servic,1,2,3
1064,accomplish servic dedic,1,1,2
1065,accomplish someth great,1,1,2
1066,accomplish thank year,1,1,2
1067,accomplish thing need,1,1,2
1068,accomplish three import,1,2,3
1069,accomplish truli outstand,1,2,3
1070,accomplish two import,3,1,4
1071,accomplish univers main,1,1,2
1072,accomplish urg colleagu,1,2,3
1073,accomplish want thank,1,2,3
1074,accomplish wast time,1,1,2
1075,accomplish whatev set,1,1,2
1076,accomplish wish continu,1,1,2
1077,accomplish wish well,2,5,7
1078,accomplish work togeth,8,1,9
1079,accomplish would also,2,1,3
1080,accomplish would possibl,1,1,2
1081,accomplish year come,1,3,4
1082,accord administr offic,5,1,6
1083,accord alzheim associ,1,1,2
1084,accord america health,1,1,2
1085,accord american action,1,2,3
1086,accord american council,4,1,5
1087,accord american enterpris,1,1,2
1088,accord american heart,1,1,2
1089,accord american societi,4,2,6
1090,accord amnesti intern,1,1,2
1091,accord associ american,2,3,5
1092,accord associ press,6,6,12
1093,accord attorney gener,1,3,4
1094,accord bloomberg news,1,1,2
1095,accord bob woodward,1,1,2
1096,accord boston consult,1,1,2
1097,accord bureau labor,5,14,19
1098,accord bureau ocean,1,1,2
1099,accord cb news,2,3,5
1100,accord cbo bill,1,1,2
1101,accord cbo go,1,3,4
1102,accord cbo next,1,1,2
1103,accord cbo number,1,1,2
1104,accord cbo would,1,3,4
1105,accord censu bureau,7,1,8
1106,accord censu data,1,1,2
1107,accord center budget,13,1,14
1108,accord center diseas,15,5,20
1109,accord center immigr,1,1,2
1110,accord center respons,3,2,5
1111,accord center strateg,1,1,2
1112,accord chief staff,1,2,3
1113,accord congression budget,39,55,94
1114,accord congression research,9,37,46
1115,accord current law,1,1,2
1116,accord data collect,1,2,3
1117,accord data compil,1,3,4
1118,accord data depart,1,1,2
1119,accord data releas,1,1,2
1120,accord depart defens,8,4,12
1121,accord depart energi,1,4,5
1122,accord depart health,2,2,4
1123,accord depart homeland,2,6,8
1124,accord depart justic,2,2,4
1125,accord depart labor,2,4,6
1126,accord depart veteran,4,4,8
1127,accord dictat conscienc,1,3,4
1128,accord econom polici,9,1,10
1129,accord energi inform,3,4,7
1130,accord environment protect,1,1,2
1131,accord estim econom,1,1,2
1132,accord feder reserv,4,5,9
1133,accord feed america,1,2,3
1134,accord fish wildlif,1,1,2
1135,accord former chairman,1,2,3
1136,accord gallup poll,1,2,3
1137,accord gao percent,1,1,2
1138,accord gao report,1,5,6
1139,accord govern account,5,10,15
1140,accord govern agenc,1,1,2
1141,accord human right,3,4,7
1142,accord inspector gener,5,3,8
1143,accord intern human,1,1,2
1144,accord intern revenu,1,1,2
1145,accord joint committe,2,6,8
1146,accord justic depart,1,1,2
1147,accord kaiser famili,1,8,9
1148,accord latest data,4,1,5
1149,accord latest estim,1,3,4
1150,accord mani economist,1,1,2
1151,accord media report,1,7,8
1152,accord memorandum understand,1,1,2
1153,accord nation associ,3,3,6
1154,accord nation center,2,3,5
1155,accord nation institut,3,1,4
1156,accord nation journal,1,2,3
1157,accord nation ocean,4,2,6
1158,accord nation survey,1,2,3
1159,accord new analysi,1,3,4
1160,accord new data,2,1,3
1161,accord new estim,1,1,2
1162,accord new report,7,2,9
1163,accord new studi,2,2,4
1164,accord new survey,1,2,3
1165,accord new york,7,11,18
1166,accord news report,6,12,18
1167,accord nonpartisan congression,17,4,21
1168,accord obama administr,1,5,6
1169,accord one estim,4,3,7
1170,accord one poll,1,1,2
1171,accord one studi,8,5,13
1172,accord partnership public,3,1,4
1173,accord politico major,1,1,2
1174,accord preliminari estim,1,1,2
1175,accord presid obama,1,4,5
1176,accord press report,4,14,18
1177,accord previou voic,1,3,4
1178,accord prime minist,1,1,2
1179,accord prioriti recognit,2,3,5
1180,accord recent analysi,1,1,2
1181,accord recent articl,1,3,4
1182,accord recent cbo,1,1,2
1183,accord recent censu,1,1,2
1184,accord recent data,2,1,3
1185,accord recent depart,1,1,2
1186,accord recent estim,5,2,7
1187,accord recent gao,1,1,2
1188,accord recent poll,1,6,7
1189,accord recent releas,1,1,2
1190,accord recent report,8,5,13
1191,accord recent statement,1,1,2
1192,accord recent statist,1,1,2
1193,accord recent studi,10,11,21
1194,accord recent survey,2,3,5
1195,accord regular order,1,2,3
1196,accord relev un,3,1,4
1197,accord report author,1,1,2
1198,accord report issu,1,4,5
1199,accord report recent,1,1,2
1200,accord report releas,6,3,9
1201,accord roll call,1,1,2
1202,accord rule xxvi,2,3,5
1203,accord scientif method,1,1,2
1204,accord section titl,1,4,5
1205,accord senat historian,1,3,4
1206,accord small busi,2,3,5
1207,accord social secur,4,1,5
1208,accord state depart,6,13,19
1209,accord state law,1,2,3
1210,accord statement administr,1,1,2
1211,accord statist provid,1,2,3
1212,accord studi publish,1,1,2
1213,accord subsect b,1,4,5
1214,accord suprem court,2,3,5
1215,accord testimoni given,1,1,2
1216,accord unanim consent,1,1,2
1217,accord unit nation,10,3,13
1218,accord unit state,2,7,9
1219,accord us armi,1,1,2
1220,accord us censu,6,4,10
1221,accord us chamber,1,3,4
1222,accord us depart,6,4,10
1223,accord us energi,2,2,4
1224,accord us offici,1,1,2
1225,accord us treasuri,1,1,2
1226,accord usda statist,1,1,2
1227,accord wall street,9,14,23
1228,accord washington post,7,13,20
1229,accord white hous,3,7,10
1230,accord world bank,3,1,4
1231,accord world health,2,1,3
1232,accordingli committe rose,2,3,5
1233,accordingli urg vote,2,1,3
1234,account absolut essenti,1,1,2
1235,account act address,1,1,2
1236,account act bill,5,2,7
1237,account act first,1,1,2
1238,account act hr,2,1,3
1239,account act legisl,1,3,4
1240,account act say,1,1,2
1241,account act would,9,5,14
1242,account afford care,1,1,2
1243,account allow peopl,1,1,2
1244,account almost percent,1,3,4
1245,account american peopl,2,22,24
1246,account american public,1,1,2
1247,account anoth account,1,2,3
1248,account approxim percent,2,2,4
1249,account believ legisl,1,1,2
1250,account benefit cost,1,1,2
1251,account billion billion,2,1,3
1252,account billion dollar,1,1,2
1253,account billion econom,1,2,3
1254,account billion next,1,1,2
1255,account ca nt,2,4,6
1256,account care organ,5,1,6
1257,account cent everi,1,1,2
1258,account commit war,1,1,2
1259,account conduct offici,2,2,4
1260,account costbenefit analysi,1,1,2
1261,account could take,1,1,2
1262,account credit program,1,1,2
1263,account crime commit,1,1,2
1264,account decisionmak process,1,2,3
1265,account defens depart,2,1,3
1266,account depart defens,3,1,4
1267,account discretionari spend,2,1,3
1268,account elect repres,1,1,2
1269,account ensur transpar,1,1,2
1270,account fact amend,1,1,2
1271,account failur act,2,1,3
1272,account far long,1,1,2
1273,account feder govern,2,3,5
1274,account financi report,1,1,2
1275,account fiscal year,3,1,4
1276,account five largest,1,1,2
1277,account flexibl effici,1,1,2
1278,account gimmick trillion,1,1,2
1279,account give secretari,1,1,2
1280,account go back,1,2,3
1281,account good friend,1,1,2
1282,account govern american,1,1,2
1283,account govern continu,1,1,2
1284,account hard work,1,1,2
1285,account health care,1,1,2
1286,account health save,1,4,5
1287,account help prevent,1,1,2
1288,account help us,1,2,3
1289,account hope get,1,1,2
1290,account human right,3,4,7
1291,account identifi advanc,2,3,5
1292,account intern commun,2,1,3
1293,account last year,2,1,3
1294,account less percent,1,1,2
1295,account make sure,2,6,8
1296,account mani constitu,1,1,2
1297,account member congress,1,2,3
1298,account million amend,1,1,2
1299,account million job,1,1,2
1300,account mr chairman,1,2,3
1301,account mr speaker,5,7,12
1302,account name seven,1,1,2
1303,account nearli half,1,1,2
1304,account nearli onethird,1,1,2
1305,account nearli percent,5,3,8
1306,account next year,1,1,2
1307,account offic also,1,1,2
1308,account offic conclud,2,2,4
1309,account offic confirm,1,1,2
1310,account offic congression,1,4,5
1311,account offic continu,1,1,2
1312,account offic depart,1,2,3
1313,account offic estim,2,1,3
1314,account offic find,1,1,2
1315,account offic found,7,9,16
1316,account offic gao,16,18,34
1317,account offic given,1,1,2
1318,account offic govern,1,1,2
1319,account offic improv,1,1,2
1320,account offic investig,1,3,4
1321,account offic known,1,1,2
1322,account offic look,2,4,6
1323,account offic made,1,1,2
1324,account offic note,2,2,4
1325,account offic place,1,1,2
1326,account offic provid,1,1,2
1327,account offic put,1,1,2
1328,account offic recent,3,2,5
1329,account offic recommend,1,2,3
1330,account offic releas,4,2,6
1331,account offic report,4,19,23
1332,account offic review,1,3,4
1333,account offic said,3,2,5
1334,account offic sit,1,1,2
1335,account offic state,1,2,3
1336,account offic studi,5,2,7
1337,account offic warn,1,2,3
1338,account offic would,1,1,2
1339,account offici busi,1,1,2
1340,account oversight board,3,4,7
1341,account pay train,1,1,2
1342,account peopl account,1,1,2
1343,account percent feder,1,5,6
1344,account percent global,2,1,3
1345,account percent health,2,1,3
1346,account percent medicaid,2,2,4
1347,account percent nation,2,4,6
1348,account percent new,3,1,4
1349,account percent retail,1,1,2
1350,account percent total,2,4,6
1351,account percent us,3,1,4
1352,account poverti rate,1,1,2
1353,account public right,1,1,2
1354,account qualiti care,1,1,2
1355,account re go,1,1,2
1356,account receipt expenditur,1,1,2
1357,account research educ,2,2,4
1358,account review board,16,18,34
1359,account rule day,1,1,2
1360,account six per,1,1,2
1361,account standard board,9,5,14
1362,account student loan,3,1,4
1363,account tax complianc,7,1,8
1364,account taxpay dollar,1,4,5
1365,account taxpay money,1,1,2
1366,account thousand peopl,1,1,2
1367,account transpar act,12,16,28
1368,account transpar feder,5,3,8
1369,account transpar respons,2,1,3
1370,account two percent,1,1,2
1371,account unit state,3,4,7
1372,account veteran act,1,5,6
1373,account violat intern,1,1,2
1374,account violat law,1,1,2
1375,account well peopl,1,1,2
1376,account within depart,1,1,2
1377,account within system,1,1,2
1378,account within va,1,1,2
1379,account work behalf,45,1,46
1380,account would promot,1,1,2
1381,accredit american allianc,2,1,3
1382,accredit commiss accredit,3,1,4
1383,accredit law enforc,1,1,2
1384,accumul unit state,1,2,3
1385,accur even though,1,1,2
1386,accur help us,1,1,2
1387,accur nt know,1,1,2
1388,accur reflect cost,2,1,3
1389,accur reflect intent,1,1,2
1390,accur reflect risk,1,1,2
1391,accus crime tri,1,1,2
1392,accus factor command,1,1,2
1393,accus insult islam,1,1,2
1394,accus make sure,1,1,2
1395,accus sexual assault,1,1,2
1396,accus unit state,1,1,2
1397,ace act correct,1,1,2
1398,ace congression gold,1,2,3
1399,achiev academ excel,1,2,3
1400,achiev academ success,1,1,2
1401,achiev aidsfre gener,5,1,6
1402,achiev american dream,33,19,52
1403,achiev american energi,1,2,3
1404,achiev american peopl,1,4,5
1405,achiev ask colleagu,3,2,5
1406,achiev ask unanim,1,1,2
1407,achiev award addit,1,1,2
1408,achiev award also,3,1,4
1409,achiev award american,1,2,3
1410,achiev award distinguish,1,2,3
1411,achiev award join,1,2,3
1412,achiev award mr,1,2,3
1413,achiev award name,1,1,2
1414,achiev award new,1,1,2
1415,achiev award one,1,1,2
1416,achiev award present,1,3,4
1417,achiev award recipi,3,2,5
1418,achiev award servic,1,1,2
1419,achiev award texa,1,1,2
1420,achiev balanc approach,1,1,2
1421,achiev best outcom,1,1,2
1422,achiev better futur,2,1,3
1423,achiev better life,2,8,10
1424,achiev big thing,2,1,3
1425,achiev bill requir,1,1,2
1426,achiev border secur,1,1,2
1427,achiev clean audit,1,1,2
1428,achiev comprehens reform,1,1,2
1429,achiev contribut commun,1,1,2
1430,achiev could achiev,1,1,2
1431,achiev deficit reduct,8,2,10
1432,achiev dream attend,1,1,2
1433,achiev dream mani,1,2,3
1434,achiev dream wish,1,1,2
1435,achiev econom secur,1,1,2
1436,achiev educ goal,1,3,4
1437,achiev effect control,1,4,5
1438,achiev energi effici,1,1,2
1439,achiev energi independ,1,8,9
1440,achiev energi secur,1,1,2
1441,achiev equal right,1,1,2
1442,achiev even greater,2,1,3
1443,achiev extend deepest,1,1,2
1444,achiev extraordinari result,1,2,3
1445,achiev farm bill,1,1,2
1446,achiev field scienc,1,1,2
1447,achiev fiscal balanc,1,1,2
1448,achiev full employ,1,2,3
1449,achiev full potenti,4,4,8
1450,achiev gap among,2,1,3
1451,achiev gap close,2,1,3
1452,achiev gap improv,1,1,2
1453,achiev gap narrow,1,1,2
1454,achiev girl scout,1,1,2
1455,achiev goal act,1,1,2
1456,achiev goal amend,1,1,2
1457,achiev goal american,1,2,3
1458,achiev goal congress,1,2,3
1459,achiev goal either,1,1,2
1460,achiev goal end,2,1,3
1461,achiev goal energi,1,1,2
1462,achiev goal great,1,1,2
1463,achiev goal import,2,1,3
1464,achiev goal keep,1,2,3
1465,achiev goal let,1,1,2
1466,achiev goal long,1,1,2
1467,achiev goal make,2,1,3
1468,achiev goal mean,1,1,2
1469,achiev goal mr,1,3,4
1470,achiev goal need,1,3,4
1471,achiev goal one,1,1,2
1472,achiev goal presid,1,2,3
1473,achiev goal provid,1,2,3
1474,achiev goal set,5,4,9
1475,achiev goal time,1,1,2
1476,achiev goal tri,1,1,2
1477,achiev goal want,2,2,4
1478,achiev goal work,1,1,2
1479,achiev goal yield,3,1,4
1480,achiev great success,7,3,10
1481,achiev great thing,3,3,6
1482,achiev greater product,1,1,2
1483,achiev hard work,2,6,8
1484,achiev health care,2,1,3
1485,achiev help advanc,1,1,2
1486,achiev high level,2,3,5
1487,achiev highest level,2,3,5
1488,achiev ideolog end,2,1,3
1489,achiev ideolog goal,1,1,2
1490,achiev import goal,3,1,4
1491,achiev import reform,1,1,2
1492,achiev includ three,1,1,2
1493,achiev intend purpos,1,1,2
1494,achiev last year,4,3,7
1495,achiev least debat,1,2,3
1496,achiev legisl give,2,1,3
1497,achiev legisl process,2,1,3
1498,achiev less excess,2,1,3
1499,achiev level success,1,1,2
1500,achiev look forward,4,5,9
1501,achiev made differ,1,1,2
1502,achiev medal armi,3,9,12
1503,achiev medal award,2,1,3
1504,achiev medal bronz,1,2,3
1505,achiev medal good,1,2,3
1506,achiev medal joint,1,1,2
1507,achiev medal meritori,1,3,4
1508,achiev medal mr,1,1,2
1509,achiev medal nation,3,5,8
1510,achiev medal oak,2,1,3
1511,achiev medal outstand,1,1,2
1512,achiev mileston wish,1,1,2
1513,achiev mr presid,1,1,2
1514,achiev mr speaker,5,3,8
1515,achiev nation recognit,3,4,7
1516,achiev net zero,1,1,2
1517,achiev north american,1,3,4
1518,achiev nuclear capabl,1,1,2
1519,achiev nuclear weapon,3,6,9
1520,achiev object mr,2,1,3
1521,achiev object work,1,1,2
1522,achiev percent profici,1,1,2
1523,achiev perman solut,1,1,2
1524,achiev polit goal,4,2,6
1525,achiev postsecondari educ,1,1,2
1526,achiev presid kennedi,1,1,2
1527,achiev presid obama,2,1,3
1528,achiev privatepubl partnership,1,1,2
1529,achiev program goal,6,1,7
1530,achiev rank eagl,1,22,23
1531,achiev rank lieuten,2,1,3
1532,achiev real last,1,1,2
